list-none-m,1,1000,1,3000,3626136,1208,29
list-none-m,2,1000,1,6000,16672939,2778,2714
list-none-m,4,1000,1,12000,44499403,3708,8837
list-none-m,8,1000,1,24000,177983367,7415,45106
list-none-m,12,1000,1,36000,363076633,10085,85253
list-none-m,16,1000,1,48000,751515170,15656,193134
list-none-m,24,1000,1,72000,2584795314,35899,645735
list-none-s,1,1000,1,3000,3675523,1225,28
list-none-s,2,1000,1,6000,15930250,2655,2303
list-none-s,4,1000,1,12000,37612192,3134,7296
list-none-s,8,1000,1,24000,240627995,10026,57928
list-none-s,12,1000,1,36000,464571047,12904,108057
list-none-s,16,1000,1,48000,863515442,17989,211082
list-none-s,24,1000,1,72000,3431353653,47657,1060676
list-id-none,1,1,4,3,116673,38891,0
list-id-none,1,2,4,6,141821,23636,0
list-id-none,1,4,4,12,114668,9555,0
list-id-none,1,8,4,24,75031,3126,0
list-id-none,1,16,4,48,118905,2477,0
list-id-none,4,1,4,12,193955,16162,0
list-id-none,4,4,4,48,187384,3903,0
list-id-none,4,8,4,96,150526,1567,0
list-id-none,8,1,4,24,270500,11270,0
list-id-none,8,2,4,48,226690,4722,0
list-id-none,8,4,4,96,240213,2502,0
list-id-none,12,1,4,36,375294,10424,0
list-id-none,12,2,4,72,353877,4914,0
list-id-none,16,1,4,48,413084,8605,0
list-id-none,16,2,4,96,477390,4972,0
list-id-none,16,4,4,192,456621,2378,0
list-id-none,16,8,4,384,438316,1141,0
list-id-s,1,10,4,30,114596,3819,42
list-id-s,1,20,4,60,119691,1994,36
list-id-s,1,40,4,120,145232,1210,32
list-id-s,1,80,4,240,208073,866,30
list-id-s,4,10,4,120,198434,1653,43
list-id-s,4,20,4,240,217981,908,164
list-id-s,4,40,4,480,342643,713,911
list-id-s,4,80,4,960,593756,618,765
list-id-s,8,10,4,240,270264,1126,302
list-id-s,8,20,4,480,424852,885,1572
list-id-s,8,40,4,960,665860,693,2187
list-id-s,8,80,4,1920,1548232,806,3374
list-id-s,12,10,4,360,1148157,3189,244
list-id-s,12,20,4,720,588626,817,2604
list-id-s,12,40,4,1440,1046091,726,4405
list-id-s,12,80,4,2880,2715164,942,7254
list-id-s,16,10,4,480,533337,1111,92
list-id-s,16,20,4,960,617403,643,891
list-id-s,16,40,4,1920,1657344,863,7731
list-id-s,16,80,4,3840,4186863,1090,12265
list-id-m,1,10,4,30,107710,3590,71
list-id-m,1,20,4,60,112031,1867,66
list-id-m,1,40,4,120,142805,1190,47
list-id-m,1,80,4,240,200673,836,38
list-id-m,4,10,4,120,214399,1786,1312
list-id-m,4,20,4,240,254871,1061,218
list-id-m,4,40,4,480,468131,975,1304
list-id-m,4,80,4,960,883103,919,1320
list-id-m,8,10,4,240,355490,1481,2454
list-id-m,8,20,4,480,474636,988,2507
list-id-m,8,40,4,960,830336,864,2500
list-id-m,8,80,4,1920,1877991,978,4367
list-id-m,12,10,4,360,503346,1398,2436
list-id-m,12,20,4,720,685828,952,3201
list-id-m,12,40,4,1440,1282953,890,5296
list-id-m,12,80,4,2880,2814475,977,7611
list-id-m,16,10,4,480,540909,1126,1990
list-id-m,16,20,4,960,943454,982,6877
list-id-m,16,40,4,1920,1783596,928,7974
list-id-m,16,80,4,3840,3897257,1014,11088
list-none-m,1,1000,4,3000,1280680,426,31
list-none-m,1,1000,8,3000,799884,266,35
list-none-m,1,1000,16,3000,706736,235,34
list-none-m,2,1000,4,6000,7277769,1212,707
list-none-m,2,1000,8,6000,5010816,835,373
list-none-m,2,1000,16,6000,3458904,576,233
list-none-m,4,1000,4,12000,16738730,1394,2702
list-none-m,4,1000,8,12000,8428851,702,1010
list-none-m,4,1000,16,12000,4828182,402,436
list-none-m,8,1000,4,24000,47827652,1992,10673
list-none-m,8,1000,8,24000,20320532,846,3397
list-none-m,8,1000,16,24000,9810678,408,1235
list-none-m,12,1000,4,36000,104006276,2889,26096
list-none-m,12,1000,8,36000,38633245,1073,7760
list-none-m,12,1000,16,36000,16771027,465,2526
list-none-s,1,1000,4,3000,1218545,406,29
list-none-s,1,1000,8,3000,863844,287,33
list-none-s,1,1000,16,3000,649143,216,34
list-none-s,2,1000,4,6000,4640977,773,305
list-none-s,2,1000,8,6000,5858370,976,291
list-none-s,2,1000,16,6000,3569431,594,176
list-none-s,4,1000,4,12000,16208532,1350,2361
list-none-s,4,1000,8,12000,7859427,654,768
list-none-s,4,1000,16,12000,5321700,443,390
list-none-s,8,1000,4,24000,39336774,1639,8565
list-none-s,8,1000,8,24000,16301521,679,2554
list-none-s,8,1000,16,24000,7815249,325,939
list-none-s,12,1000,4,36000,83829725,2328,20545
list-none-s,12,1000,8,36000,30250427,840,5941
list-none-s,12,1000,16,36000,13207971,366,2006
